SN,Food（100 g）,Food（100 g）,Fiber， total dietary（单位：g）,Water（单位：g）,Protein（单位：g）,Sugars， total（单位：g）,Carbohydrate， by difference（单位：g）,Energy（单位：kcal）,Total lipid (fat)（单位：g）,Sodium， Na（单位：mg）,Potassium， K（单位：mg）,Zinc， Zn（单位：mg）,Iron， Fe（单位：mg）,Calcium， Ca（单位：mg）,Magnesium， Mg（单位：mg）,Phosphorus， P（单位：mg）,Vitamin D (D2 + D3)（单位：&micro;g）,Vitamin C， total ascorbic acid（单位：mg）,Vitamin B-6（单位：mg）,Vitamin A， RAE（单位：&micro;g）,Vitamin B-12（单位：&micro;g）,Folate， DFE（单位：&micro;g）,Niacin（单位：mg）,Riboflavin（单位：mg）,Thiamin（单位：mg）,Vitamin E (alpha-tocopherol)（单位：mg）,Vitamin K (phylloquinone)（单位：&micro;g）,Vitamin A， IU（单位：IU）,Vitamin D（单位：IU）,Cholesterol（单位：mg）,Fatty acids， total saturated（单位：g）,Fatty acids， total monounsaturated（单位：g）,Fatty acids， total trans（单位：g）,Fatty acids， total polyunsaturated（单位：g）,Caffeine（单位：mg）,URL,Category
28190,KELLOGG'S， SPECIAL K， Multigrain Crackers,家乐氏，特殊K，杂粮饼干,8.6,2.5,9,20.8,75.4,401,9.4,848,243,1.1,2.5,n/a,30,97,n/a,n/a,0.12,n/a,n/a,n/a,2.7,0.19,0.35,n/a,n/a,n/a,n/a,0,1.4,2.2,0.1,4.9,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7925,Baked Products
28191,KELLOGG'S， SPECIAL K， Savory Herb Crackers,家乐氏，特殊K，咸味薄脆饼干草本,9.8,2.5,10.9,10.6,73.8,406,10,809,253,2.3,3.9,n/a,80,264,0,n/a,0.25,n/a,0.1,n/a,3.8,0.25,0.37,0,n/a,n/a,0,0,1.5,2.2,0.1,5.1,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7926,Baked Products
28192,KELLOGG'S， POP-TARTS， Gingerbread Toaster Pastries,家乐氏，POP-馅饼，烤面包机姜饼糕点,1.4,12.75,4.1,28.6,70.8,393,10.5,433,77,0.3,3.6,25,12,81,0,n/a,0.4,300,0,n/a,4,0.34,0.3,0,n/a,1000,0,0,3.5,2.2,0.2,3.8,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7927,Baked Products
28193,KELLOGG'S， POP-TARTS， Yum-azing Vanilla Milkshake Toaster Pastries,家乐氏，POP-挞，百胜azing香草奶昔烤面包机糕点,2.7,12.75,4.1,23.4,70.2,398,11.3,389,48,0.3,3.6,200,7,45,0,n/a,0.4,300,0,n/a,4,0.34,0.3,0,n/a,1000,0,2,3.8,2.3,0.2,3.9,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7928,Baked Products
28194,MOTHER'S， 4th of July Circus Animal Cookies,母亲，七月马戏团动物饼干第4,0.8,2.2,3.8,44.2,68.3,487,25.4,192,98,0.4,1.5,n/a,10,63,n/a,n/a,0.02,n/a,n/a,n/a,1.8,0.2,0.23,n/a,n/a,n/a,n/a,1,24.7,0.2,0,0.3,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7929,Baked Products
28195,MOTHER'S， Chocolate Chip Cookies,母亲，巧克力曲奇饼,1.7,3.1,5.7,32.9,67.6,490,22,527,122,0.3,2.7,n/a,8,42,n/a,n/a,0.01,n/a,n/a,n/a,2.5,0.22,0.3,n/a,n/a,n/a,n/a,34,8.1,5.2,0.27,6.8,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7930,Baked Products
28196,MOTHER'S， Circus Animal Cookies,母亲，马戏团动物饼干,0.8,2.2,3.8,43.5,68.3,515,25.3,192,98,0.4,1.5,n/a,10,63,n/a,n/a,0.02,n/a,n/a,n/a,1.8,0.2,0.23,n/a,n/a,n/a,n/a,1,24.7,0.2,0,0.3,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7931,Baked Products
28197,MOTHER'S， Coconut Cocadas Cookies,母亲，椰子饼干Cocadas,3,2.6,5.7,27.8,65.1,500,25.1,430,138,0.6,2.8,n/a,21,81,n/a,n/a,0.06,n/a,n/a,n/a,2.8,0.25,0.33,0.45,n/a,n/a,n/a,11,12.8,4.1,0.2,6.2,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7932,Baked Products
28198,MOTHER'S， Double Fudge Creme Sandwich Cookies,母亲，双忽悠霜夹心饼干,3.3,2,5.3,33.1,70,457,20.4,245,405,0.4,3.8,n/a,45,84,n/a,n/a,0.02,n/a,n/a,n/a,2.5,0.19,0.31,n/a,n/a,n/a,n/a,0,7.7,4.9,4.09,2.77,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7933,Baked Products
28199,MOTHER'S， English Tea Sandwich Cookies,母亲，英国茶三明治饼干,1.3,2.4,4.5,32,71,469,19.3,267,94,0.5,2.5,n/a,10,43,n/a,n/a,0.02,n/a,n/a,n/a,2.9,0.22,0.36,n/a,n/a,n/a,n/a,0,6.5,6.4,5.42,1.4,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7934,Baked Products
28200,MOTHER'S， Halloween Circus Animals Cookies,母亲，万圣节马戏团的动物饼干,0.8,2.2,3.8,43.9,68.1,514,25.3,191,98,0.4,1.5,n/a,10,63,n/a,n/a,0.02,n/a,n/a,n/a,1.8,0.2,0.23,n/a,n/a,n/a,n/a,1,24.7,0.2,0,0.3,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7935,Baked Products
28201,MOTHER'S， Holiday Circus Animal Cookies,母亲，节日马戏团动物饼干,0.8,2.2,3.8,44.3,68.3,515,25.3,192,98,0.4,1.5,n/a,10,63,n/a,n/a,0.02,n/a,n/a,n/a,1.8,0.2,0.23,n/a,n/a,n/a,n/a,1,24.7,0.2,0.01,0.3,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7936,Baked Products
28202,MOTHER'S， Iced Lemonade Cookies,妈妈的，冰镇柠檬水饼干,1,3.4,4.5,29.9,66.3,502,24.4,262,60,0.3,2.4,n/a,9,60,n/a,n/a,0.01,n/a,n/a,n/a,2.8,0.22,0.32,n/a,n/a,n/a,n/a,7,8,5.5,0.36,9,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7937,Baked Products
28203,MOTHER'S， Iced Oatmeal Cookies,妈妈的，冰燕麦饼干,2.7,3.5,5.4,36.3,71,463,18,493,110,0.2,2.3,n/a,6,33,n/a,n/a,0.01,n/a,n/a,n/a,2.1,0.17,0.27,n/a,n/a,n/a,n/a,1,5.8,4.2,0.25,6.7,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7938,Baked Products
28204,MOTHER'S， Jungle Animal Cookies,妈妈的，丛林动物饼干,0.8,2,3.8,44.2,68.3,514,25.3,192,98,0.4,1.5,n/a,10,63,n/a,n/a,0.02,n/a,n/a,n/a,1.8,0.2,0.23,n/a,n/a,n/a,n/a,1,24.3,0.4,0.1,0.3,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7939,Baked Products
28205,MOTHER'S， Macaroon Cookies,妈妈的，马卡龙饼干,4.1,3.2,6.1,25.4,55.7,552,34.1,284,152,0.7,2.4,n/a,26,116,n/a,n/a,0.21,n/a,0.1,n/a,2.3,0.24,0.3,n/a,n/a,n/a,n/a,3,18.1,5.4,0.32,8.1,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7940,Baked Products
28206,MOTHER'S， Old Fashioned Chocolate Chip Cookies,妈妈的，老式的巧克力曲奇饼,2.2,3.3,5.4,34,66,500,24.1,383,125,0.3,2.5,n/a,9,44,0,n/a,0.02,n/a,0,n/a,2.4,0.21,0.31,n/a,n/a,n/a,0,10,9.1,5.9,0.29,7.4,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7941,Baked Products
28207,MOTHER'S， Old Fashioned Iced Oatmeal Cookies,妈妈的，老式冰燕麦饼干,2.7,2.5,6,35.8,72.8,461,16.9,597,92,0.3,2.3,n/a,9,42,n/a,n/a,0.02,n/a,n/a,n/a,2.4,0.21,0.34,n/a,n/a,n/a,n/a,0,5.4,4,0.23,6.3,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7942,Baked Products
28208,MOTHER'S， Peanut Butter Gauchos Cookies,母亲，花生酱曲奇高乔人,2.7,3,7.4,32.3,65.7,482,22,434,178,0.4,2.3,n/a,7,33,n/a,n/a,0.01,n/a,n/a,n/a,4.1,0.17,0.28,0.45,n/a,n/a,n/a,0,4.2,8.5,4,3.4,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7943,Baked Products
28209,MOTHER'S， Taffy Sandwich Cookies,妈妈的，塔菲三明治饼干,2.3,2.5,3.8,41.2,69.9,475,20.2,324,121,0.5,2.1,n/a,15,49,n/a,n/a,0.04,n/a,n/a,n/a,2.1,0.17,0.26,n/a,n/a,n/a,n/a,0,10.3,5.2,4.27,1.1,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7944,Baked Products
28210,MURRAY， SUGAR FREE， Vanilla Sugar Wafer,MURRAY，无糖香草糖晶片,17.2,0.7,3.2,0.8,68.5,458,27.6,81,57,n/a,1.5,n/a,7,40,n/a,n/a,n/a,n/a,n/a,n/a,1.8,0.15,0.24,n/a,n/a,n/a,n/a,0,9.3,6.9,0.5,10.9,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7945,Baked Products
28211,MURRAY， Chocolatey Chip Thins Cookies,MURRAY，巧克力味片变薄饼干,2,2.5,7.1,23.2,73.6,466,16.4,439,93,0.5,3.3,n/a,19,80,0.1,n/a,0.03,n/a,n/a,n/a,4,0.33,0.52,n/a,n/a,n/a,2,0,6.5,3.3,0.23,5.4,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7946,Baked Products
28212,MURRAY， COOKIE JAR CLASSICS， Coconut Bars Cookies,MURRAY，饼干罐经典，椰子饼干棒,2,2.5,7.1,22.6,73.9,461,15.7,488,79,0.5,3.3,n/a,16,79,n/a,n/a,0.03,n/a,n/a,n/a,4,0.34,0.53,n/a,n/a,n/a,n/a,0,5.3,3.4,0.22,5.7,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7947,Baked Products
28213,MURRAY， Duplex Creme Sandwich Cookies,MURRAY，复式霜三明治饼干,1.8,2.5,4.9,37.6,72.6,475,18.8,412,93,0.3,2.7,n/a,23,83,n/a,n/a,0.02,n/a,n/a,n/a,2.8,0.23,0.34,n/a,n/a,n/a,n/a,0,6.2,4.3,0.27,6.9,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7948,Baked Products
28214,MURRAY， Lemon Creme Sandwich Cookies,MURRAY，柠檬霜三明治饼干,1.2,2.5,4.7,37.8,73.7,479,18.8,308,50,0.3,2.2,n/a,10,51,n/a,n/a,0.02,n/a,n/a,n/a,2.7,0.23,0.35,n/a,n/a,n/a,n/a,0,6.1,4.3,0.27,7,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7949,Baked Products
28215,MURRAY， JACKS Vanilla Wafers,MURRAY，千斤顶香草晶圆,1.1,4.5,4.8,37.6,78.1,438,11.9,331,57,0.4,2.6,n/a,10,50,n/a,n/a,0.02,n/a,n/a,n/a,3,0.23,0.35,n/a,n/a,n/a,n/a,6,3.8,2.6,0.17,4.4,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7950,Baked Products
28216,MURRAY， Old Fashioned Iced Oatmeal Cookies,MURRAY，老式冰燕麦饼干,1.7,4.5,5,32.5,71,459,17.5,589,64,0.3,2.5,n/a,9,48,n/a,n/a,0.01,n/a,n/a,n/a,2.7,n/a,0.33,n/a,n/a,n/a,n/a,0,5.6,4,0.25,6.6,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7951,Baked Products
28217,MURRAY， SOUTHERN KITCHEN， Chocolate Chip Cookies,MURRAY，南方厨房，巧克力曲奇饼,2.5,3,5.5,30.5,66.5,493,23.7,493,134,0.7,3.3,n/a,36,130,n/a,n/a,0.02,n/a,n/a,n/a,2.7,0.23,0.36,n/a,n/a,n/a,n/a,0,9.1,6,0.3,7.2,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7952,Baked Products
28218,MURRAY， SOUTHERN KITCHEN， Coconut Cookies,MURRAY，南方厨房，椰子饼干,3,3,5.7,30.4,65.5,511,25.5,202,104,0.5,2.4,n/a,17,65,n/a,n/a,0.04,n/a,n/a,n/a,2.6,0.23,0.35,n/a,n/a,n/a,n/a,7,11.5,4.7,0.28,7.3,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7953,Baked Products
28219,MURRAY， SOUTHERN KITCHEN， Iced Oatmeal Cookies,MURRAY，南方厨房，冰燕麦饼干,4.1,4.5,6.5,35.6,69.5,467,18.3,297,112,0.2,1.9,n/a,5,26,n/a,n/a,0.01,n/a,n/a,n/a,1.6,0.15,0.26,n/a,n/a,n/a,n/a,0,5.8,4.4,0.24,6.9,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7954,Baked Products
28220,MURRAY， SUGAR FREE， Chocolate Bites Cookies,MURRAY，无糖巧克力饼干咬,19.6,2.1,8.1,0.6,74.9,363,12.7,600,234,1.1,5.2,n/a,55,133,n/a,n/a,n/a,n/a,n/a,n/a,3.9,0.28,0.39,n/a,n/a,n/a,n/a,6,2.5,3,0.17,6.5,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7955,Baked Products
28221,MURRAY， SUGAR FREE， Chocolate Chip & Pecan Cookies,MURRAY，无糖巧克力片和山核桃曲奇饼,5.1,3.2,6,1.5,58.6,497,31.4,390,157,1,3,n/a,37,124,0.2,n/a,0.04,n/a,n/a,n/a,2.6,0.23,0.4,n/a,n/a,n/a,7,7,9.6,9.9,0.32,9.8,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7956,Baked Products
28222,MURRAY， SUGAR FREE， Fudge Dipped Grahams,MURRAY，无糖忽悠浸胶格雷厄姆,3.8,1.5,5.7,0.4,63.3,483,27.5,278,229,0.6,3.1,n/a,24,117,n/a,n/a,0.04,n/a,n/a,n/a,1.9,0.16,0.23,n/a,n/a,n/a,n/a,1,19.1,2.9,0.43,4.2,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7957,Baked Products
28223,MURRAY， SUGAR FREE， Fudge Dipped Mint Cookies,MURRAY，无糖忽悠薄荷浸饼干,4.6,1.5,6,0.6,63.5,481,27,364,249,0.3,3.6,n/a,45,96,n/a,n/a,0.03,n/a,n/a,n/a,2.6,0.19,0.25,n/a,n/a,n/a,n/a,1,18.9,2.9,0.42,3.8,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7958,Baked Products
28224,MURRAY， SUGAR FREE， Fudge Dipped Wafers,MURRAY，无糖忽悠晶圆浸胶,13.3,1.5,3.4,0.4,61.2,486,33.5,71,159,0.3,1.4,n/a,17,45,n/a,n/a,n/a,n/a,n/a,n/a,1,0.08,0.11,n/a,n/a,n/a,n/a,0,21.2,3.9,0.59,7.1,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7959,Baked Products
28225,MURRAY， SUGAR FREE， Peanut Butter Cookies,MURRAY，无糖花生酱饼干,5.7,2.5,9.5,1.7,55.8,505,30.8,458,191,n/a,2.5,n/a,43,172,n/a,n/a,n/a,n/a,n/a,n/a,5.2,0.23,0.41,n/a,n/a,n/a,n/a,7,8.3,10.9,0.4,11.2,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7960,Baked Products
28226,MURRAY， SUGAR FREE， Pecan Shortbread Cookies,MURRAY，无糖，山核桃脆饼饼干,4.6,3,5.9,1.1,57.3,514,33.5,351,80,0.6,2.5,n/a,17,99,n/a,n/a,0.03,n/a,n/a,n/a,3,0.26,0.42,n/a,n/a,n/a,n/a,12,10.1,8.8,0.44,12.1,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7961,Baked Products
28227,MURRAY， SUGAR FREE， Lemon Creme Sandwich Cookies,MURRAY，无糖柠檬霜三明治饼干,3.3,3,4.9,1.2,68.3,469,23.9,189,62,0.3,2.2,n/a,10,53,n/a,n/a,0.04,n/a,n/a,n/a,2.7,0.23,0.35,n/a,n/a,n/a,n/a,0,7.8,5.4,0.37,8.8,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7962,Baked Products
28228,MURRAY， SUGAR FREE， Vanilla Creme Sandwich Cookies,MURRAY，无糖香草奶油夹心饼干,3.4,2,4.9,1.2,70,467,23.1,192,63,0.3,2.2,n/a,11,54,n/a,n/a,0.04,n/a,n/a,n/a,2.7,0.23,0.36,n/a,n/a,n/a,n/a,0,7.5,5.2,0.36,8.5,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7963,Baked Products
28229,MURRAY， SUGAR FREE， Shortbread Cookies,MURRAY，无糖饼干饼干,5.7,3,7,1.3,71.6,431,17.8,476,81,0.5,3.1,n/a,15,98,n/a,n/a,0.06,n/a,n/a,n/a,3.8,0.33,0.51,n/a,n/a,n/a,n/a,1,5.7,3.9,0.3,6.4,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7964,Baked Products
28230,MURRAY， SUGAR FREE， Shortbread Bites,MURRAY，无糖饼干咬伤,14.9,2.3,6.5,1.2,75.3,371,15.5,518,104,0.4,3,n/a,24,109,n/a,n/a,0.02,n/a,n/a,n/a,3.6,0.3,0.48,n/a,n/a,n/a,n/a,0,4.9,3.1,0.4,5.3,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7965,Baked Products
28231,MURRAY， SUGAR FREE， Vanilla Wafer,MURRAY，无糖香草晶圆,5.6,3,5.9,1.4,74,412,16.8,281,82,0.4,2.4,n/a,12,59,n/a,n/a,0.08,n/a,n/a,n/a,3,0.27,0.39,n/a,n/a,n/a,n/a,5,5.4,3.7,0.26,6.1,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7966,Baked Products
28232,MURRAY， Vanilla Sugar Wafer,MURRAY，香草糖晶片,1,0.4,3.9,41,70,527,25.7,92,42,n/a,1.8,n/a,8,46,n/a,n/a,n/a,n/a,n/a,n/a,2.2,0.2,0.3,n/a,n/a,n/a,n/a,0,8.6,6.5,0.5,10.1,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7967,Baked Products
28233,MURRAY， Vanilla Wafer,MURRAY，香草晶圆,1.4,4.1,4,31.5,72.9,461,17.4,401,84,n/a,n/a,n/a,n/a,42,n/a,n/a,n/a,n/a,n/a,n/a,2.6,0.23,0.42,n/a,n/a,n/a,n/a,1,5.7,3.9,0.25,6.6,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7968,Baked Products
28234,SUNSHINE， CHEEZ-IT， Asiago Crackers,阳光，CHEEZ-IT，阿夏戈饼干,2.1,2.3,8.7,1.3,62.6,502,24.7,763,104,0.7,4.1,n/a,16,68,0,n/a,0.03,n/a,0,n/a,4.7,0.35,0.59,0,n/a,n/a,0,6,5.6,5.8,0.2,12,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7969,Baked Products
28235,SUNSHINE， CHEEZ-IT， Baby Swiss Crackers,阳光，CHEEZ-IT，婴儿瑞士饼干,2.2,2.3,8.6,1.4,63.1,503,24.7,629,104,0.7,4.1,n/a,16,68,n/a,n/a,0.03,n/a,n/a,n/a,4.7,0.35,0.59,n/a,n/a,n/a,n/a,5,5.6,5.8,0.2,12,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7970,Baked Products
28236,SUNSHINE， CHEEZ-IT， BIG Crackers,阳光，CHEEZ-IT，BIG饼干,2.4,2.3,11.4,0.5,57.4,507,26.3,753,97,0.7,3.9,147,15,63,n/a,n/a,0.03,100,n/a,n/a,4.4,0.33,0.54,n/a,n/a,334,n/a,1,6.1,7.2,0.3,12.6,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7971,Baked Products
28237,SUNSHINE， CHEEZ-IT， Cheddar Jack Crackers,阳光，CHEEZ-IT，切达杰克饼干,2.4,2.3,9.5,1.2,57.6,460,22,813,112,n/a,3.9,103,16,65,n/a,n/a,n/a,125,n/a,n/a,4.3,0.34,0.54,n/a,n/a,415,n/a,2,5.5,6,0.3,9.9,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7972,Baked Products
28238,SUNSHINE， CHEEZ-IT， Colby Crackers,阳光，CHEEZ-IT，科尔比饼干,2.2,2.3,9.55,1.2,59.25,512,26.85,761,97,0.7,3.9,104,15,63,n/a,n/a,0.03,101,0,n/a,4.4,0.33,0.545,n/a,n/a,336,n/a,2,6.4,7.1,0.3,12.6,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7973,Baked Products
28239,SUNSHINE， CHEEZ-IT， Duoz Sharp Cheddar Parmesan Crackers,阳光，CHEEZ-IT，Duoz夏普切达巴马饼干,2.3,2.3,9.7,1.5,60.5,500,25,866,109,n/a,4,89,16,67,n/a,n/a,n/a,n/a,n/a,n/a,4.5,0.35,0.57,n/a,n/a,n/a,n/a,4,5.8,6.2,0.38,11.9,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7974,Baked Products
28240,SUNSHINE， CHEEZ-IT， Duoz Smoked Cheddar Monterey Jack Crackers,阳光，CHEEZ-IT，Duoz熏切达蒙特里杰克饼干,2.2,2.3,9,0.9,60.8,507,25.9,898,101,n/a,4,75,15,66,n/a,n/a,n/a,n/a,n/a,n/a,4.6,0.34,0.57,n/a,n/a,n/a,n/a,3,6.1,6.6,0.3,12.2,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7975,Baked Products
28241,SUNSHINE， GRIPZ， Cheez-It Crackers,阳光，GRIPZ，Cheez - 它饼干,2.5,2.5,11,0.5,61,491,23.2,809,129,n/a,4.2,113,18,78,n/a,n/a,n/a,127,n/a,n/a,4.8,0.37,0.6,n/a,n/a,422,n/a,5,6.4,6,0.23,9.8,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7976,Baked Products
28242,SUNSHINE， GRIPZ， Cheez-It Mixx and Cheesy Pizza Crackers,阳光，GRIPZ，Cheez - 它MIXX和奶酪披萨饼干,2.5,2.9,10.8,1,63.7,484,21.3,919,122,n/a,4.3,n/a,18,77,n/a,n/a,n/a,n/a,n/a,n/a,5,0.37,0.6,n/a,n/a,n/a,n/a,8,6.7,5.2,0.2,7.7,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7977,Baked Products
28243,SUNSHINE， CHEEZ-IT， Hot & Spicy Crackers,阳光，CHEEZ-IT，香辣味饼干,2.9,2.5,8.3,1,61.2,513,26.1,988,117,n/a,4.26,n/a,n/a,72,n/a,n/a,n/a,384,n/a,n/a,4.55,0.36,0.58,n/a,n/a,1279,n/a,0,6.3,7.1,0.28,12.5,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7978,Baked Products
28244,SUNSHINE， CHEEZ-IT， Italian Four Cheese Crackers,阳光，CHEEZ-IT，意大利四奶酪饼干,2.2,2.3,8.4,0.7,62.4,500,24.6,833,104,0.7,4.1,n/a,16,68,n/a,n/a,0.03,n/a,0,n/a,4.7,0.35,0.59,n/a,n/a,n/a,n/a,5,5.5,5.8,0.23,12,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7979,Baked Products
28245,SUNSHINE， CHEEZ-IT， Crackers (made with Whole Grain),阳光，CHEEZ-IT，饼干（全麦制成）,4.3,2.3,10.7,0.5,58.2,511,26.5,824,172,n/a,3.9,116,13,51,n/a,n/a,n/a,119,n/a,n/a,3.4,0.26,0.42,n/a,n/a,395,n/a,1,6.1,7.2,0.28,12.7,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7980,Baked Products
28246,SUNSHINE， CHEEZ-IT， Mozzarella Crackers,阳光，CHEEZ-IT，奶酪饼干,2.2,2.3,8.6,1.4,64.1,500,23.8,593,106,0.8,4.1,n/a,16,69,0,n/a,0.03,n/a,0,n/a,4.8,0.36,0.6,0,n/a,n/a,0,5,5.4,5.6,0.2,11.5,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7981,Baked Products
28247,SUNSHINE， CHEEZ-IT， Parmesan Garlic Crackers,阳光，CHEEZ-IT，巴马大蒜饼干,2.1,2.5,8.5,1.6,62,503,25.1,869,103,n/a,4,n/a,16,68,n/a,n/a,n/a,n/a,n/a,n/a,4.7,0.35,0.58,n/a,n/a,n/a,n/a,5,5.5,5.9,0.43,12.3,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7982,Baked Products
28248,SUNSHINE， CHEEZ-IT， Pepper Jack Crackers,阳光，CHEEZ-IT，胡椒杰克饼干,2.6,2.3,8.8,0.8,61.9,503,25,865,143,n/a,4.1,n/a,18,74,n/a,n/a,n/a,197,n/a,n/a,4.8,0.37,0.59,n/a,n/a,655,n/a,5,5.6,5.9,0.25,12.3,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7983,Baked Products
28249,SUNSHINE， CHEEZ-IT， White Cheddar， Reduced Fat Crackers,阳光，CHEEZ-IT，白干酪，低脂饼干,2.5,2.2,9.7,1.2,72,443,13.6,789,121,n/a,4.7,n/a,18,79,n/a,n/a,n/a,n/a,n/a,n/a,5.5,0.41,0.67,n/a,n/a,n/a,n/a,7,4,3,0.13,5.3,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7984,Baked Products
28250,SUNSHINE， CHEEZ-IT， 100 Calorie RIGHT BITES， Extra Cheesy Party Mix,阳光，CHEEZ-IT，100卡路里RIGHT咬合，多俗气党混合,3.1,3,8.5,2.7,65.3,473,17.4,1338,38,0.3,3.8,n/a,6,25,0,n/a,0.01,n/a,0,n/a,1.7,0.13,0.22,0,n/a,n/a,0,3,3.9,3.5,0.2,7.1,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7985,Baked Products
28251,SUNSHINE， CHEEZ-IT， 100 Calorie Right Bites， Reduced Fat,阳光，CHEEZ-IT，100卡路里右叮咬，减少脂肪,2.2,2.3,13.3,0.8,67,452,14.6,823,117,0.6,4.4,137,19,104,n/a,n/a,0.07,n/a,n/a,n/a,5.7,0.41,0.64,n/a,n/a,n/a,n/a,1,3.5,4,0.2,6.5,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7986,Baked Products
28252,SUNSHINE， CHEEZ-IT， Scrabble Jr. Crackers,阳光，CHEEZ-IT，小拼字游戏薄脆饼干,2.6,2,10.9,0.6,67.9,466,17.3,612,115,n/a,4.6,n/a,18,75,n/a,n/a,n/a,117,n/a,n/a,5.2,0.39,0.65,n/a,n/a,391,n/a,12,4.5,3.1,0.12,7.5,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7987,Baked Products
28253,SUNSHINE， CHEEZ-IT， Snack Mix,阳光，CHEEZ-IT，小吃驴友,3.7,3,9,2.2,66.7,438,15.2,1107,78,n/a,3.84,84,15,62,n/a,n/a,n/a,n/a,n/a,n/a,1.65,0.13,0.21,n/a,n/a,n/a,n/a,0,3.2,3.8,0.17,7.3,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7988,Baked Products
28254,SUNSHINE， CHEEZ-IT， Snack Mix， White Cheddar,阳光，CHEEZ-IT，小吃混合物，白干酪,3.2,2.6,8.55,2.15,65.7,473,20.6,952,112,0.65,3.7,n/a,25,80,n/a,n/a,0.02,n/a,n/a,n/a,3.8,0.28,0.455,n/a,n/a,n/a,n/a,5,4.9,4.7,0.25,9.4,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7989,Baked Products
28255,KEEBLER， ZESTA， Export Sodas Crackers,奇宝，ZESTA，出口苏打饼干,3.3,3,5.6,2.3,74,414,11.5,597,n/a,n/a,4.3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,5.1,0.39,0.62,n/a,n/a,n/a,n/a,0,2.33,3.6,4.5,1.07,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7990,Baked Products
